"regular_unique_genes"	"regular_unique_transcripts"	"mt.content.x"	"mt_unique_genes"	"mt_unique_transcripts"	"mt.content.y"	"rep"	"x"	"y"	"new_x"	"new_y"	"pixel_x"	"pixel_y"	"selected"	"selected_mt"	"added_in_old"	"added_in_new"	"diff_spots"	"combined_selection"	"sample_id"
"11x32x11"	NA	NA	NA	NA	NA	NA	"11"	32	11	31.93	10.94	8460.4	2793.7	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x12"	NA	NA	NA	NA	NA	NA	"11"	32	12	31.88	12	8449.9	3024.5	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x13"	NA	NA	NA	NA	NA	NA	"11"	32	13	31.9	12.95	8455.9	3233.7	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x14"	NA	NA	NA	NA	NA	NA	"11"	32	14	31.96	13.93	8468.7	3448	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x15"	1214	1988	0	1411	2499	0.014405762304922	"11"	32	15	31.96	14.98	8467.8	3675.8	1	1	0	0	"both"	1	"D1_1000L2_CN74"
"11x32x16"	1045	1679	0	1270	2199	0.0140973169622556	"11"	32	16	31.98	15.98	8471.5	3896.2	0	1	1	0	"old"	1	"D1_1000L2_CN74"
"11x32x17"	NA	NA	NA	NA	NA	NA	"11"	32	17	31.98	16.95	8472.4	4107.6	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x18"	NA	NA	NA	NA	NA	NA	"11"	32	18	31.99	18.06	8473.5	4350.5	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x19"	NA	NA	NA	NA	NA	NA	"11"	32	19	31.94	18.94	8464.6	4544	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x2"	NA	NA	NA	NA	NA	NA	"11"	32	2	31.93	1.98	8461.3	833.5	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x20"	NA	NA	NA	NA	NA	NA	"11"	32	20	32.03	19.97	8483.7	4767.4	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x21"	NA	NA	NA	NA	NA	NA	"11"	32	21	31.93	20.99	8460.4	4991.5	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x22"	NA	NA	NA	NA	NA	NA	"11"	32	22	31.98	22	8471.8	5212.5	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x23"	NA	NA	NA	NA	NA	NA	"11"	32	23	31.91	22.94	8456.5	5417.7	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x24"	NA	NA	NA	NA	NA	NA	"11"	32	24	32	23.99	8476	5648.2	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x25"	NA	NA	NA	NA	NA	NA	"11"	32	25	31.99	24.96	8474.5	5860.6	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x26"	NA	NA	NA	NA	NA	NA	"11"	32	26	32.03	25.97	8483.1	6081.8	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x27"	NA	NA	NA	NA	NA	NA	"11"	32	27	32.03	27	8482.1	6305.6	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x28"	NA	NA	NA	NA	NA	NA	"11"	32	28	31.98	27.95	8471.7	6514.5	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x29"	NA	NA	NA	NA	NA	NA	"11"	32	29	32.02	28.96	8479.9	6734.4	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x3"	NA	NA	NA	NA	NA	NA	"11"	32	3	31.9	2.97	8455.3	1049.2	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x30"	NA	NA	NA	NA	NA	NA	"11"	32	30	32.07	29.94	8491.2	6949	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x31"	NA	NA	NA	NA	NA	NA	"11"	32	31	32	30.95	8476.8	7170.9	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x32"	NA	NA	NA	NA	NA	NA	"11"	32	32	31.99	31.98	8475.1	7396.4	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x33"	NA	NA	NA	NA	NA	NA	"11"	32	33	31.96	33	8467.8	7619.9	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x34"	NA	NA	NA	NA	NA	NA	"11"	32	34	32.01	33.95	8479.7	7826.8	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x35"	NA	NA	NA	NA	NA	NA	"11"	32	35	32.03	34.97	8484.2	8050	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x4"	NA	NA	NA	NA	NA	NA	"11"	32	4	31.92	3.97	8459.9	1268.9	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x5"	NA	NA	NA	NA	NA	NA	"11"	32	5	31.88	4.96	8450	1486	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x6"	NA	NA	NA	NA	NA	NA	"11"	32	6	31.91	5.97	8456.2	1705.1	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x7"	NA	NA	NA	NA	NA	NA	"11"	32	7	31.91	6.94	8457.9	1918	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x8"	NA	NA	NA	NA	NA	NA	"11"	32	8	31.91	7.94	8456	2137	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x32x9"	NA	NA	NA	NA	NA	NA	"11"	32	9	31.95	8.94	8466.1	2355.5	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x1"	NA	NA	NA	NA	NA	NA	"11"	33	1	32.88	0.95	8667.2	607.6	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x10"	NA	NA	NA	NA	NA	NA	"11"	33	10	32.98	9.93	8690.3	2572.5	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x11"	NA	NA	NA	NA	NA	NA	"11"	33	11	33	10.98	8694	2802.3	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x12"	NA	NA	NA	NA	NA	NA	"11"	33	12	32.98	11.95	8689.1	3014.9	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x13"	NA	NA	NA	NA	NA	NA	"11"	33	13	33.01	12.87	8695.2	3215.3	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x14"	NA	NA	NA	NA	NA	NA	"11"	33	14	33.02	13.93	8698.9	3448.1	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x15"	NA	NA	NA	NA	NA	NA	"11"	33	15	33	14.98	8694	3675.8	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x16"	NA	NA	NA	NA	NA	NA	"11"	33	16	32.99	15.9	8691.5	3877.7	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x17"	NA	NA	NA	NA	NA	NA	"11"	33	17	32.99	16.91	8691	4098.3	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x18"	NA	NA	NA	NA	NA	NA	"11"	33	18	33	17.9	8694	4316	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x19"	NA	NA	NA	NA	NA	NA	"11"	33	19	33.05	18.93	8705	4540.2	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x2"	NA	NA	NA	NA	NA	NA	"11"	33	2	32.97	1.91	8687.1	817.9	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x20"	NA	NA	NA	NA	NA	NA	"11"	33	20	33.01	19.84	8695.2	4740.8	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x21"	NA	NA	NA	NA	NA	NA	"11"	33	21	33.07	20.87	8708.1	4965.7	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x22"	NA	NA	NA	NA	NA	NA	"11"	33	22	33.02	21.88	8697.7	5185.4	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x23"	NA	NA	NA	NA	NA	NA	"11"	33	23	33.03	22.91	8700.1	5412	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x24"	NA	NA	NA	NA	NA	NA	"11"	33	24	33.01	23.92	8696.7	5632.7	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x25"	NA	NA	NA	NA	NA	NA	"11"	33	25	33.01	24.94	8695.2	5855	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x26"	NA	NA	NA	NA	NA	NA	"11"	33	26	33.02	25.91	8697.9	6067.6	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x27"	NA	NA	NA	NA	NA	NA	"11"	33	27	33.02	26.93	8697.7	6292	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x28"	NA	NA	NA	NA	NA	NA	"11"	33	28	33.03	27.9	8701	6503.1	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x29"	NA	NA	NA	NA	NA	NA	"11"	33	29	32.97	28.93	8687.8	6727.6	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x3"	NA	NA	NA	NA	NA	NA	"11"	33	3	32.94	2.95	8681.4	1045	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x30"	NA	NA	NA	NA	NA	NA	"11"	33	30	33.03	29.86	8699.5	6932.5	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x31"	NA	NA	NA	NA	NA	NA	"11"	33	31	32.98	30.9	8689.9	7160.3	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x32"	NA	NA	NA	NA	NA	NA	"11"	33	32	33.08	31.92	8712.4	7382.9	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x33"	NA	NA	NA	NA	NA	NA	"11"	33	33	33.05	32.9	8705.8	7597.5	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x34"	NA	NA	NA	NA	NA	NA	"11"	33	34	33.03	33.89	8700.4	7813.5	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x35"	NA	NA	NA	NA	NA	NA	"11"	33	35	33.02	34.88	8698.2	8030.7	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x4"	NA	NA	NA	NA	NA	NA	"11"	33	4	32.96	3.9	8685.8	1252.7	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x5"	NA	NA	NA	NA	NA	NA	"11"	33	5	33.02	4.93	8698.3	1477.6	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x6"	NA	NA	NA	NA	NA	NA	"11"	33	6	32.93	5.93	8679.2	1697	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x7"	NA	NA	NA	NA	NA	NA	"11"	33	7	33.01	6.93	8696.4	1916.8	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x8"	NA	NA	NA	NA	NA	NA	"11"	33	8	33	7.99	8694	2148.3	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x33x9"	NA	NA	NA	NA	NA	NA	"11"	33	9	33	8.98	8694	2363.8	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x1"	NA	NA	NA	NA	NA	NA	"11"	3	1	2.93	1.12	2156.4	645.6	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x10"	NA	NA	NA	NA	NA	NA	"11"	3	10	2.92	9.99	2153.4	2584.8	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x11"	NA	NA	NA	NA	NA	NA	"11"	3	11	2.88	11.01	2146.4	2809.2	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x12"	NA	NA	NA	NA	NA	NA	"11"	3	12	2.94	12.02	2159.1	3029	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x13"	NA	NA	NA	NA	NA	NA	"11"	3	13	2.87	13.02	2144.5	3248.2	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x14"	NA	NA	NA	NA	NA	NA	"11"	3	14	2.81	14.01	2129.5	3463.9	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x15"	NA	NA	NA	NA	NA	NA	"11"	3	15	2.83	14.98	2134.3	3677.1	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x16"	NA	NA	NA	NA	NA	NA	"11"	3	16	2.95	15.99	2161.3	3898.6	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x17"	NA	NA	NA	NA	NA	NA	"11"	3	17	2.96	17	2163.8	4117.7	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x18"	NA	NA	NA	NA	NA	NA	"11"	3	18	2.95	17.91	2161.3	4317.2	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x19"	NA	NA	NA	NA	NA	NA	"11"	3	19	2.94	19	2158.9	4556.2	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x2"	NA	NA	NA	NA	NA	NA	"11"	3	2	2.94	1.93	2158.9	823	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x20"	NA	NA	NA	NA	NA	NA	"11"	3	20	2.99	20.01	2169.3	4777	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x21"	NA	NA	NA	NA	NA	NA	"11"	3	21	2.99	21.02	2169.5	4999.2	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x22"	NA	NA	NA	NA	NA	NA	"11"	3	22	2.93	22.03	2155.6	5219.3	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x23"	NA	NA	NA	NA	NA	NA	"11"	3	23	3	23.01	2172.4	5433.5	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x24"	NA	NA	NA	NA	NA	NA	"11"	3	24	2.92	24.04	2155.3	5658.5	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x25"	NA	NA	NA	NA	NA	NA	"11"	3	25	2.9	24.99	2151	5866.6	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x26"	NA	NA	NA	NA	NA	NA	"11"	3	26	2.93	26.02	2156.6	6092.3	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x27"	NA	NA	NA	NA	NA	NA	"11"	3	27	2.92	27.02	2154.7	6311.1	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x28"	NA	NA	NA	NA	NA	NA	"11"	3	28	2.92	28	2155.2	6524.4	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x29"	NA	NA	NA	NA	NA	NA	"11"	3	29	2.99	29.01	2169.2	6746.5	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x3"	NA	NA	NA	NA	NA	NA	"11"	3	3	3.01	3.04	2174.8	1065.7	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x30"	NA	NA	NA	NA	NA	NA	"11"	3	30	2.87	30.01	2142.6	6964.5	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x31"	NA	NA	NA	NA	NA	NA	"11"	3	31	2.91	31.04	2152.1	7189.4	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x32"	NA	NA	NA	NA	NA	NA	"11"	3	32	2.86	32.02	2140.6	7403.5	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x33"	NA	NA	NA	NA	NA	NA	"11"	3	33	3	33	2172.3	7620	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x34"	NA	NA	NA	NA	NA	NA	"11"	3	34	2.93	34.02	2157.6	7841.3	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x35"	NA	NA	NA	NA	NA	NA	"11"	3	35	2.99	35.02	2169.9	8060	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x4"	NA	NA	NA	NA	NA	NA	"11"	3	4	2.82	3.93	2133	1259.8	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x5"	NA	NA	NA	NA	NA	NA	"11"	3	5	2.92	5.02	2155.2	1497.4	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x6"	NA	NA	NA	NA	NA	NA	"11"	3	6	2.86	6.06	2140.4	1726.5	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x7"	NA	NA	NA	NA	NA	NA	"11"	3	7	2.95	6.97	2161.3	1925.2	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x8"	NA	NA	NA	NA	NA	NA	"11"	3	8	2.96	7.79	2163.1	2104.5	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x3x9"	NA	NA	NA	NA	NA	NA	"11"	3	9	2.78	9.02	2122.9	2373.2	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x1"	NA	NA	NA	NA	NA	NA	"11"	4	1	3.94	1	2377.1	618.6	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x10"	NA	NA	NA	NA	NA	NA	"11"	4	10	3.94	10.01	2377.1	2589.7	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x11"	NA	NA	NA	NA	NA	NA	"11"	4	11	3.88	11	2363.6	2807.2	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x12"	NA	NA	NA	NA	NA	NA	"11"	4	12	3.86	12.03	2357.6	3032.4	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x13"	NA	NA	NA	NA	NA	NA	"11"	4	13	3.99	12.99	2386.9	3242.2	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x14"	NA	NA	NA	NA	NA	NA	"11"	4	14	4.02	14.03	2394.5	3469.8	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x15"	NA	NA	NA	NA	NA	NA	"11"	4	15	3.96	14.99	2380.2	3678.4	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x16"	NA	NA	NA	NA	NA	NA	"11"	4	16	3.96	15.99	2380.8	3897.4	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x17"	NA	NA	NA	NA	NA	NA	"11"	4	17	3.96	17.01	2381	4120.3	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x18"	NA	NA	NA	NA	NA	NA	"11"	4	18	3.94	18.02	2377.1	4341.8	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x19"	NA	NA	NA	NA	NA	NA	"11"	4	19	3.94	19.03	2377.1	4562.4	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x2"	NA	NA	NA	NA	NA	NA	"11"	4	2	3.85	2.03	2355.9	843.7	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x20"	NA	NA	NA	NA	NA	NA	"11"	4	20	3.97	20.05	2383.2	4785.1	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x21"	NA	NA	NA	NA	NA	NA	"11"	4	21	3.87	21.03	2361.2	4999.9	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x22"	NA	NA	NA	NA	NA	NA	"11"	4	22	3.95	22.05	2377.8	5223.2	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x23"	NA	NA	NA	NA	NA	NA	"11"	4	23	3.86	23.01	2358.6	5432.9	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x24"	NA	NA	NA	NA	NA	NA	"11"	4	24	3.9	24.07	2367.4	5664.6	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x25"	NA	NA	NA	NA	NA	NA	"11"	4	25	3.97	25.03	2383.6	5875	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x26"	NA	NA	NA	NA	NA	NA	"11"	4	26	3.96	26.04	2380.7	6097.2	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x27"	NA	NA	NA	NA	NA	NA	"11"	4	27	4.01	27.07	2391.8	6322.7	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x28"	NA	NA	NA	NA	NA	NA	"11"	4	28	4	28.02	2388.6	6528.5	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x29"	NA	NA	NA	NA	NA	NA	"11"	4	29	3.9	29.04	2367.9	6753.6	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x3"	NA	NA	NA	NA	NA	NA	"11"	4	3	3.87	3.02	2361.9	1060	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x30"	NA	NA	NA	NA	NA	NA	"11"	4	30	3.98	30.01	2384.8	6964	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x31"	NA	NA	NA	NA	NA	NA	"11"	4	31	3.97	31.02	2382.5	7186.2	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x32"	NA	NA	NA	NA	NA	NA	"11"	4	32	4.01	32.03	2392.2	7406.3	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x33"	NA	NA	NA	NA	NA	NA	"11"	4	33	3.98	33.05	2385.7	7629.7	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x34"	NA	NA	NA	NA	NA	NA	"11"	4	34	3.97	34	2383.2	7838.2	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x35"	NA	NA	NA	NA	NA	NA	"11"	4	35	3.98	35.04	2385.4	8065.9	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x4"	NA	NA	NA	NA	NA	NA	"11"	4	4	3.84	4	2354.1	1274.1	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x5"	NA	NA	NA	NA	NA	NA	"11"	4	5	3.95	5	2378.1	1493	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x6"	NA	NA	NA	NA	NA	NA	"11"	4	6	4.04	6.02	2398.9	1716.4	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x7"	NA	NA	NA	NA	NA	NA	"11"	4	7	4.01	7.01	2391.8	1932.7	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x8"	NA	NA	NA	NA	NA	NA	"11"	4	8	4.01	8.03	2391.8	2155.7	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x4x9"	NA	NA	NA	NA	NA	NA	"11"	4	9	3.98	9.03	2384.4	2375.5	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x1"	NA	NA	NA	NA	NA	NA	"11"	5	1	4.94	1.04	2593.3	627.2	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x10"	NA	NA	NA	NA	NA	NA	"11"	5	10	4.89	10.01	2582.5	2588.8	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x11"	NA	NA	NA	NA	NA	NA	"11"	5	11	4.88	11.01	2579.8	2808.3	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x12"	NA	NA	NA	NA	NA	NA	"11"	5	12	4.84	11.98	2572.4	3019.8	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x13"	NA	NA	NA	NA	NA	NA	"11"	5	13	4.96	13.01	2598.2	3245.8	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x14"	NA	NA	NA	NA	NA	NA	"11"	5	14	4.85	14.01	2573.6	3464.1	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x15"	NA	NA	NA	NA	NA	NA	"11"	5	15	4.96	14.99	2598.2	3679.5	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x16"	NA	NA	NA	NA	NA	NA	"11"	5	16	4.93	15.98	2592	3896.2	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x17"	NA	NA	NA	NA	NA	NA	"11"	5	17	4.92	17.01	2588.4	4120.2	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x18"	NA	NA	NA	NA	NA	NA	"11"	5	18	4.94	18	2594.5	4336.9	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x19"	NA	NA	NA	NA	NA	NA	"11"	5	19	4.92	19.01	2588.4	4557.4	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x2"	NA	NA	NA	NA	NA	NA	"11"	5	2	4.89	1.99	2583.4	835.7	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x20"	NA	NA	NA	NA	NA	NA	"11"	5	20	4.92	20.02	2588.4	4780.1	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x21"	NA	NA	NA	NA	NA	NA	"11"	5	21	4.92	21.02	2589.6	4998.3	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x22"	NA	NA	NA	NA	NA	NA	"11"	5	22	4.93	22.05	2590.8	5223.1	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x23"	NA	NA	NA	NA	NA	NA	"11"	5	23	5.01	23.02	2608.8	5435	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x24"	NA	NA	NA	NA	NA	NA	"11"	5	24	4.92	24.05	2589.6	5660	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x25"	NA	NA	NA	NA	NA	NA	"11"	5	25	4.98	25.01	2602	5871.5	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x26"	NA	NA	NA	NA	NA	NA	"11"	5	26	4.91	26.05	2587.6	6097.8	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x27"	NA	NA	NA	NA	NA	NA	"11"	5	27	4.85	27.06	2573.6	6319	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x28"	NA	NA	NA	NA	NA	NA	"11"	5	28	4.87	27.99	2578.5	6523.4	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x29"	NA	NA	NA	NA	NA	NA	"11"	5	29	4.98	29.05	2603.1	6754.7	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x3"	NA	NA	NA	NA	NA	NA	"11"	5	3	4.85	2.93	2573.2	1041.3	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x30"	NA	NA	NA	NA	NA	NA	"11"	5	30	4.94	29.9	2592.7	6941.7	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x31"	NA	NA	NA	NA	NA	NA	"11"	5	31	4.95	31.01	2595	7183.3	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x32"	NA	NA	NA	NA	NA	NA	"11"	5	32	4.88	32.02	2579.7	7403.9	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x33"	NA	NA	NA	NA	NA	NA	"11"	5	33	5.01	33.04	2608	7627.3	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x34"	NA	NA	NA	NA	NA	NA	"11"	5	34	4.99	33.98	2604.2	7832.6	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x35"	NA	NA	NA	NA	NA	NA	"11"	5	35	4.9	35.04	2583.8	8065.8	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x4"	NA	NA	NA	NA	NA	NA	"11"	5	4	4.96	3.99	2597	1272.7	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x5"	NA	NA	NA	NA	NA	NA	"11"	5	5	4.92	5.02	2588.4	1497.4	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x6"	NA	NA	NA	NA	NA	NA	"11"	5	6	4.86	6.02	2575.7	1717.2	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x7"	NA	NA	NA	NA	NA	NA	"11"	5	7	4.92	7.04	2589.6	1938.9	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x8"	NA	NA	NA	NA	NA	NA	"11"	5	8	4.86	8.04	2576.2	2158.4	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x5x9"	NA	NA	NA	NA	NA	NA	"11"	5	9	4.96	9.05	2598.2	2379.7	0	0	0	0	"0"	0	"D1_1000L2_CN74"
"11x6x1"	NA	NA	NA	NA	NA	NA	"11"	6	1	6.03	1	2831.2	618.6	0	0	0	0	"0"	0	"D1_1000L2_CN74"
