"regular_unique_genes"	"regular_unique_transcripts"	"mt.content.x"	"mt_unique_genes"	"mt_unique_transcripts"	"mt.content.y"	"rep"	"x"	"y"	"new_x"	"new_y"	"pixel_x"	"pixel_y"	"selected"	"selected_mt"	"added_in_old"	"added_in_new"	"diff_spots"	"combined_selection"	"sample_id"
"8x6x1"	NA	NA	NA	NA	NA	NA	"8"	6	1	5.82	1	2673.9	436.8	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x10"	NA	NA	NA	NA	NA	NA	"8"	6	10	5.92	9.95	2694.7	2387.8	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x11"	NA	NA	NA	NA	NA	NA	"8"	6	11	5.86	11.02	2682.9	2621.1	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x12"	NA	NA	NA	NA	NA	NA	"8"	6	12	5.96	11.96	2703.4	2827.4	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x13"	NA	NA	NA	NA	NA	NA	"8"	6	13	5.79	12.97	2667.7	3046.8	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x14"	NA	NA	NA	NA	NA	NA	"8"	6	14	5.86	14	2682.9	3270.9	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x15"	NA	NA	NA	NA	NA	NA	"8"	6	15	5.94	14.99	2699.7	3487.4	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x16"	NA	NA	NA	NA	NA	NA	"8"	6	16	5.88	16	2686.2	3707.9	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x17"	NA	NA	NA	NA	NA	NA	"8"	6	17	5.79	17	2667.1	3924.9	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x18"	NA	NA	NA	NA	NA	NA	"8"	6	18	5.9	18.01	2690.3	4146	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x19"	NA	NA	NA	NA	NA	NA	"8"	6	19	5.88	19.09	2687.1	4380.2	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x2"	NA	NA	NA	NA	NA	NA	"8"	6	2	5.94	1.98	2698.9	650.2	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x20"	NA	NA	NA	NA	NA	NA	"8"	6	20	5.82	20.09	2673.9	4598.2	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x21"	NA	NA	NA	NA	NA	NA	"8"	6	21	5.87	21.08	2683.7	4815.6	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x22"	NA	NA	NA	NA	NA	NA	"8"	6	22	5.82	22.11	2674.5	5039.4	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x23"	NA	NA	NA	NA	NA	NA	"8"	6	23	5.77	23.06	2662.8	5247.7	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x24"	NA	NA	NA	NA	NA	NA	"8"	6	24	5.92	24.05	2696	5463.8	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x25"	NA	NA	NA	NA	NA	NA	"8"	6	25	5.84	25.07	2677.2	5684.9	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x26"	NA	NA	NA	NA	NA	NA	"8"	6	26	5.82	26.07	2673.9	5903.1	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x27"	NA	NA	NA	NA	NA	NA	"8"	6	27	5.83	27.12	2675.8	6132.1	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x28"	NA	NA	NA	NA	NA	NA	"8"	6	28	5.92	28.06	2694.7	6336.3	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x29"	NA	NA	NA	NA	NA	NA	"8"	6	29	5.87	29.05	2684.9	6553.7	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x3"	NA	NA	NA	NA	NA	NA	"8"	6	3	5.89	3.01	2689.8	874.4	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x30"	NA	NA	NA	NA	NA	NA	"8"	6	30	5.81	30.1	2672.6	6780.9	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x31"	NA	NA	NA	NA	NA	NA	"8"	6	31	5.88	31.05	2687.4	6988.6	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x32"	NA	NA	NA	NA	NA	NA	"8"	6	32	5.89	32.08	2688.4	7213.1	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x33"	NA	NA	NA	NA	NA	NA	"8"	6	33	5.84	33.04	2678.8	7423.7	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x35"	NA	NA	NA	NA	NA	NA	"8"	6	35	5.89	35.11	2689.8	7874.9	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x4"	NA	NA	NA	NA	NA	NA	"8"	6	4	5.9	3.96	2691.5	1082.9	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x5"	NA	NA	NA	NA	NA	NA	"8"	6	5	5.84	4.98	2678.8	1304.9	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x6"	NA	NA	NA	NA	NA	NA	"8"	6	6	5.87	5.97	2684.4	1520.4	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x7"	NA	NA	NA	NA	NA	NA	"8"	6	7	5.9	6.97	2691.7	1739.2	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x8"	NA	NA	NA	NA	NA	NA	"8"	6	8	5.84	8	2678.1	1962.1	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x6x9"	NA	NA	NA	NA	NA	NA	"8"	6	9	5.84	8.96	2678.2	2173.4	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x1"	NA	NA	NA	NA	NA	NA	"8"	7	1	6.95	1.02	2918.9	441.8	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x10"	NA	NA	NA	NA	NA	NA	"8"	7	10	6.89	9.95	2905.4	2387.8	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x11"	NA	NA	NA	NA	NA	NA	"8"	7	11	6.87	11.01	2900.8	2619.8	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x12"	NA	NA	NA	NA	NA	NA	"8"	7	12	6.8	11.95	2885.7	2825.4	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x13"	NA	NA	NA	NA	NA	NA	"8"	7	13	6.84	13	2895.5	3054.2	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x14"	NA	NA	NA	NA	NA	NA	"8"	7	14	6.83	14	2891.9	3272.4	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x15"	NA	NA	NA	NA	NA	NA	"8"	7	15	6.86	15.01	2899.2	3491.1	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x16"	NA	NA	NA	NA	NA	NA	"8"	7	16	6.92	16.01	2911.5	3710.2	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x17"	NA	NA	NA	NA	NA	NA	"8"	7	17	6.94	17	2917.7	3924.9	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x18"	NA	NA	NA	NA	NA	NA	"8"	7	18	6.85	18.01	2896.5	4145.4	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x19"	NA	NA	NA	NA	NA	NA	"8"	7	19	6.84	19.03	2895.5	4367.7	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x2"	NA	NA	NA	NA	NA	NA	"8"	7	2	6.86	1.99	2899.7	652.4	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x20"	NA	NA	NA	NA	NA	NA	"8"	7	20	6.9	20.07	2907.8	4595.8	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x21"	NA	NA	NA	NA	NA	NA	"8"	7	21	6.87	21.1	2901.8	4819.1	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x22"	NA	NA	NA	NA	NA	NA	"8"	7	22	6.93	22.07	2913.5	5031.2	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x23"	NA	NA	NA	NA	NA	NA	"8"	7	23	6.94	23.06	2917.7	5246.5	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x24"	NA	NA	NA	NA	NA	NA	"8"	7	24	6.88	24.08	2902.9	5468.7	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x25"	NA	NA	NA	NA	NA	NA	"8"	7	25	6.92	25.03	2912.4	5676	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x26"	NA	NA	NA	NA	NA	NA	"8"	7	26	6.93	26.06	2915.2	5901.8	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x27"	NA	NA	NA	NA	NA	NA	"8"	7	27	6.88	27.1	2904.4	6128.2	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x28"	NA	NA	NA	NA	NA	NA	"8"	7	28	6.84	28.06	2894.3	6337.6	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x29"	NA	NA	NA	NA	NA	NA	"8"	7	29	6.85	29.07	2896.8	6557.3	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x3"	NA	NA	NA	NA	NA	NA	"8"	7	3	6.88	2.97	2902.9	866.5	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x30"	NA	NA	NA	NA	NA	NA	"8"	7	30	6.9	30.06	2909.1	6773.5	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x31"	NA	NA	NA	NA	NA	NA	"8"	7	31	6.85	31.05	2898	6989.9	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x32"	NA	NA	NA	NA	NA	NA	"8"	7	32	6.84	32.05	2894.3	7208.1	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x33"	NA	NA	NA	NA	NA	NA	"8"	7	33	6.92	33.08	2912.7	7431.1	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x34"	NA	NA	NA	NA	NA	NA	"8"	7	34	6.88	34.01	2904.1	7634.7	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x35"	NA	NA	NA	NA	NA	NA	"8"	7	35	6.92	35.12	2911.5	7877.4	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x4"	NA	NA	NA	NA	NA	NA	"8"	7	4	6.93	3.97	2915.2	1085.2	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x5"	NA	NA	NA	NA	NA	NA	"8"	7	5	6.97	4.96	2923.8	1300	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x6"	NA	NA	NA	NA	NA	NA	"8"	7	6	6.88	5.97	2903.9	1520.8	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x7"	NA	NA	NA	NA	NA	NA	"8"	7	7	6.84	6.99	2894.3	1743.8	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x8"	NA	NA	NA	NA	NA	NA	"8"	7	8	6.85	7.98	2898	1958.9	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x7x9"	NA	NA	NA	NA	NA	NA	"8"	7	9	6.9	8.99	2907.8	2178.7	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x1"	NA	NA	NA	NA	NA	NA	"8"	8	1	7.77	1.01	3097.3	438.1	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x10"	NA	NA	NA	NA	NA	NA	"8"	8	10	7.94	9.95	3132.8	2389.2	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x11"	NA	NA	NA	NA	NA	NA	"8"	8	11	7.83	11.02	3109.4	2621	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x12"	NA	NA	NA	NA	NA	NA	"8"	8	12	7.93	11.98	3130.9	2831.4	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x13"	NA	NA	NA	NA	NA	NA	"8"	8	13	7.89	12.98	3121.8	3049.3	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x14"	NA	NA	NA	NA	NA	NA	"8"	8	14	7.9	13.99	3125.5	3270.1	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x15"	NA	NA	NA	NA	NA	NA	"8"	8	15	7.94	14.99	3134.7	3486.4	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x16"	NA	NA	NA	NA	NA	NA	"8"	8	16	7.83	16.03	3109	3713	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x17"	NA	NA	NA	NA	NA	NA	"8"	8	17	7.83	17.03	3110.6	3931.6	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x18"	NA	NA	NA	NA	NA	NA	"8"	8	18	7.84	18.04	3112.5	4152.9	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x19"	NA	NA	NA	NA	NA	NA	"8"	8	19	7.88	19.09	3121.6	4381	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x2"	NA	NA	NA	NA	NA	NA	"8"	8	2	7.91	1.98	3127.2	651.1	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x20"	NA	NA	NA	NA	NA	NA	"8"	8	20	7.83	20.11	3109.1	4603	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x21"	NA	NA	NA	NA	NA	NA	"8"	8	21	7.83	21.07	3110	4812.7	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x22"	NA	NA	NA	NA	NA	NA	"8"	8	22	7.81	22.09	3104.5	5036.2	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x23"	NA	NA	NA	NA	NA	NA	"8"	8	23	7.79	23.06	3100.3	5246.4	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x24"	NA	NA	NA	NA	NA	NA	"8"	8	24	7.85	24.07	3114.5	5466.3	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x25"	NA	NA	NA	NA	NA	NA	"8"	8	25	7.84	25.1	3112.5	5690.8	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x26"	NA	NA	NA	NA	NA	NA	"8"	8	26	7.83	26.09	3110.5	5908.5	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x27"	NA	NA	NA	NA	NA	NA	"8"	8	27	7.85	27.1	3114.4	6128.1	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x28"	NA	NA	NA	NA	NA	NA	"8"	8	28	7.87	28.03	3119.4	6331.4	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x29"	NA	NA	NA	NA	NA	NA	"8"	8	29	7.85	29.07	3115.1	6558.3	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x3"	NA	NA	NA	NA	NA	NA	"8"	8	3	7.85	3	3114.8	872.7	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x30"	NA	NA	NA	NA	NA	NA	"8"	8	30	7.82	30.1	3107.1	6782.1	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x31"	NA	NA	NA	NA	NA	NA	"8"	8	31	7.89	31.05	3121.8	6989.9	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x32"	NA	NA	NA	NA	NA	NA	"8"	8	32	7.81	32.11	3105.3	7219.7	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x33"	NA	NA	NA	NA	NA	NA	"8"	8	33	7.86	33.08	3115.8	7431.3	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x35"	NA	NA	NA	NA	NA	NA	"8"	8	35	7.78	35.12	3098.5	7877.4	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x4"	NA	NA	NA	NA	NA	NA	"8"	8	4	7.84	3.99	3111.2	1088	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x5"	NA	NA	NA	NA	NA	NA	"8"	8	5	7.79	4.99	3101	1306.1	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x6"	NA	NA	NA	NA	NA	NA	"8"	8	6	7.89	5.98	3123.7	1522.5	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x7"	NA	NA	NA	NA	NA	NA	"8"	8	7	7.82	6.97	3108.3	1737.6	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x8"	NA	NA	NA	NA	NA	NA	"8"	8	8	7.82	7.96	3108	1954.3	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x8x9"	NA	NA	NA	NA	NA	NA	"8"	8	9	7.78	8.97	3099.9	2175.3	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x1"	NA	NA	NA	NA	NA	NA	"8"	9	1	8.79	1	3317.9	436.8	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x10"	NA	NA	NA	NA	NA	NA	"8"	9	10	8.73	9.94	3304.8	2387.2	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x11"	NA	NA	NA	NA	NA	NA	"8"	9	11	8.8	10.98	3319.1	2614	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x12"	NA	NA	NA	NA	NA	NA	"8"	9	12	8.78	11.95	3315.6	2824.3	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x13"	NA	NA	NA	NA	NA	NA	"8"	9	13	8.76	12.96	3312	3045.4	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x14"	NA	NA	NA	NA	NA	NA	"8"	9	14	8.73	13.96	3304.8	3263	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x15"	NA	NA	NA	NA	NA	NA	"8"	9	15	8.76	14.99	3311.6	3486.9	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x16"	NA	NA	NA	NA	NA	NA	"8"	9	16	8.74	15.99	3308	3705.1	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x17"	NA	NA	NA	NA	NA	NA	"8"	9	17	8.77	17.02	3313.5	3928.9	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x18"	NA	NA	NA	NA	NA	NA	"8"	9	18	8.7	18.01	3299.5	4146.7	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x19"	NA	NA	NA	NA	NA	NA	"8"	9	19	8.73	19.05	3304.7	4371.6	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x2"	NA	NA	NA	NA	NA	NA	"8"	9	2	8.77	1.96	3312.8	645.9	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x20"	NA	NA	NA	NA	NA	NA	"8"	9	20	8.76	20.04	3312.3	4587.3	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x21"	NA	NA	NA	NA	NA	NA	"8"	9	21	8.8	21.03	3319.2	4805.1	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x22"	NA	NA	NA	NA	NA	NA	"8"	9	22	8.82	22.06	3323.7	5029.6	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x23"	NA	NA	NA	NA	NA	NA	"8"	9	23	8.91	23.04	3344.4	5242.7	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x24"	NA	NA	NA	NA	NA	NA	"8"	9	24	8.75	24.06	3308.7	5463.9	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x25"	NA	NA	NA	NA	NA	NA	"8"	9	25	8.81	25.04	3322.9	5679.1	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x26"	NA	NA	NA	NA	NA	NA	"8"	9	26	8.85	26.08	3331.6	5904.5	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x27"	NA	NA	NA	NA	NA	NA	"8"	9	27	8.78	27.08	3315.4	6123.5	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x28"	NA	NA	NA	NA	NA	NA	"8"	9	28	8.82	28.03	3324.1	6331.4	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x29"	NA	NA	NA	NA	NA	NA	"8"	9	29	8.8	29.04	3320	6549.8	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x3"	NA	NA	NA	NA	NA	NA	"8"	9	3	8.86	2.96	3332.3	865	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x30"	NA	NA	NA	NA	NA	NA	"8"	9	30	8.79	30.07	3317.3	6775.4	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x31"	NA	NA	NA	NA	NA	NA	"8"	9	31	8.84	31.02	3328.7	6981.5	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x32"	NA	NA	NA	NA	NA	NA	"8"	9	32	8.78	32.08	3315.5	7214.3	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x33"	NA	NA	NA	NA	NA	NA	"8"	9	33	8.81	33.08	3321.6	7432.3	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x35"	NA	NA	NA	NA	NA	NA	"8"	9	35	8.86	35.06	3332.7	7863.8	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x4"	NA	NA	NA	NA	NA	NA	"8"	9	4	8.91	3.95	3344.2	1080.8	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x5"	NA	NA	NA	NA	NA	NA	"8"	9	5	8.87	4.98	3336.4	1303.7	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x6"	NA	NA	NA	NA	NA	NA	"8"	9	6	8.76	5.94	3311.9	1514.8	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x7"	NA	NA	NA	NA	NA	NA	"8"	9	7	8.77	6.95	3313.1	1733.9	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x8"	NA	NA	NA	NA	NA	NA	"8"	9	8	8.78	7.96	3316.8	1953.8	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"8x9x9"	NA	NA	NA	NA	NA	NA	"8"	9	9	8.78	8.94	3315.2	2168	0	0	0	0	"0"	0	"C2_1000L2_CN73"
"9x10x1"	NA	NA	NA	NA	NA	NA	"9"	10	1	9.79	1.07	3671	688.2	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x10"	NA	NA	NA	NA	NA	NA	"9"	10	10	9.86	9.98	3685.7	2636.3	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x11"	NA	NA	NA	NA	NA	NA	"9"	10	11	9.83	10.95	3679.1	2848.9	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x12"	NA	NA	NA	NA	NA	NA	"9"	10	12	9.78	11.9	3667.7	3055.6	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x13"	NA	NA	NA	NA	NA	NA	"9"	10	13	9.83	13.06	3679.2	3309.2	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x14"	NA	NA	NA	NA	NA	NA	"9"	10	14	9.85	13.98	3683.9	3509.6	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x15"	NA	NA	NA	NA	NA	NA	"9"	10	15	9.79	14.97	3671	3727.2	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x16"	NA	NA	NA	NA	NA	NA	"9"	10	16	9.82	15.98	3677.1	3948.5	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x17"	NA	NA	NA	NA	NA	NA	"9"	10	17	9.86	16.97	3685.6	4165	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x18"	NA	NA	NA	NA	NA	NA	"9"	10	18	9.81	18	3673.4	4389.3	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x19"	NA	NA	NA	NA	NA	NA	"9"	10	19	9.88	18.99	3689.9	4606.9	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x2"	NA	NA	NA	NA	NA	NA	"9"	10	2	9.87	2.03	3686.9	896.7	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x20"	NA	NA	NA	NA	NA	NA	"9"	10	20	9.77	20	3666	4827	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x21"	NA	NA	NA	NA	NA	NA	"9"	10	21	9.82	21.05	3675.9	5055.7	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x22"	NA	NA	NA	NA	NA	NA	"9"	10	22	9.91	22.01	3695.2	5266	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x23"	NA	NA	NA	NA	NA	NA	"9"	10	23	9.87	23.03	3686.7	5490	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x24"	NA	NA	NA	NA	NA	NA	"9"	10	24	9.87	24	3686.9	5702.3	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x25"	NA	NA	NA	NA	NA	NA	"9"	10	25	9.85	25.01	3682	5922.9	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x26"	NA	NA	NA	NA	NA	NA	"9"	10	26	9.9	26.03	3693.1	6145.4	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x27"	NA	NA	NA	NA	NA	NA	"9"	10	27	9.87	27.01	3687	6359.4	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x28"	NA	NA	NA	NA	NA	NA	"9"	10	28	9.86	27.99	3685.7	6574.8	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x29"	NA	NA	NA	NA	NA	NA	"9"	10	29	9.87	28.98	3688.2	6790.7	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x3"	NA	NA	NA	NA	NA	NA	"9"	10	3	9.87	3.03	3686.9	1116.9	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x30"	NA	NA	NA	NA	NA	NA	"9"	10	30	9.87	30.04	3686.9	7022.2	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x31"	NA	NA	NA	NA	NA	NA	"9"	10	31	9.86	31	3686.1	7230.9	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x32"	NA	NA	NA	NA	NA	NA	"9"	10	32	9.86	32.05	3684.6	7461.2	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x33"	NA	NA	NA	NA	NA	NA	"9"	10	33	9.82	32.99	3676.9	7667.1	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x34"	NA	NA	NA	NA	NA	NA	"9"	10	34	9.92	33.96	3697.8	7878.1	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x35"	NA	NA	NA	NA	NA	NA	"9"	10	35	9.86	34.99	3685.7	8104.5	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x4"	NA	NA	NA	NA	NA	NA	"9"	10	4	9.88	3.99	3689.8	1325.9	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x5"	NA	NA	NA	NA	NA	NA	"9"	10	5	9.81	4.98	3674.3	1542.7	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x6"	NA	NA	NA	NA	NA	NA	"9"	10	6	9.78	5.97	3667.5	1758.8	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x7"	NA	NA	NA	NA	NA	NA	"9"	10	7	9.87	6.94	3686.9	1971	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x8"	NA	NA	NA	NA	NA	NA	"9"	10	8	9.73	8.03	3657.3	2209.9	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x10x9"	NA	NA	NA	NA	NA	NA	"9"	10	9	9.85	8.98	3683.9	2416.1	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x11x1"	NA	NA	NA	NA	NA	NA	"9"	11	1	10.87	1	3903.6	672.2	0	0	0	0	"0"	0	"E1_1000L2_CN74"
"9x11x10"	NA	NA	NA	NA	NA	NA	"9"	11	10	10.96	9.92	3924.5	2621.5	0	0	0	0	"0"	0	"E1_1000L2_CN74"
