	Atrial_cardiomyocytes	Capillary_endothelium	Cardiac_neural_crest_cells_Schwann_progenitor_cells	Endothelium_pericytes_adventitia	Epicardial_cells	Epicardium-derived_cells	Erythrocytes_11	Erythrocytes_6	Fibroblast-like_cardiac_skeleton_connective_tissue	Fibroblast-like_larger_larger_vascular_development	Fibroblast-like_smaller_vascular_development	Immune_cells	Myoz2-enriched_cardiomyocytes	Smooth_muscle_cells_fibroblast-like	Ventricular_cardiomyocytes
X17x10	0.013854822	0.15904038	0.026349682	0.051503636	1.3080652e-11	0.009240822	0.016780315	1.3036766e-11	0.06867012	0.046216372	1.308859e-11	0.05720279	0.2609647	0.06853393	0.22164242
X17x11	0.0417346	0.04005037	0.018380772	0.037456598	1.07379956e-11	1.07707124e-11	1.0736787e-11	1.0693235e-11	0.040540747	0.022181772	0.02899841	1.07580455e-11	0.37986162	0.082975455	0.30781963
X17x12	0.018522475	1.3248078e-11	0.012835417	0.10486533	1.3158126e-11	0.01441045	0.05089583	1.3222783e-11	0.078908175	1.3147889e-11	0.029197333	0.030514462	0.37400162	0.049267687	0.23658124
X17x13	0.03728467	1.2254243e-11	0.010654029	0.09575853	0.004144412	1.2252537e-11	0.069562204	0.017880403	1.2277427e-11	0.03599468	0.062360156	0.03280863	0.31454232	0.07647797	0.24253203
X17x14	2.0891563e-11	0.06684845	0.057100598	0.05255447	0.13539189	0.3022668	0.02985929	2.0762182e-11	2.0942111e-11	0.058614094	2.0939155e-11	2.0911536e-11	0.13732801	0.113320924	0.04671551
X17x16	0.04356248	0.0248517	0.046292845	0.023084732	0.013371246	0.020447312	0.298473	0.2984708	0.021487303	6.552699e-12	0.012659523	0.066309065	0.090869255	0.04012072	6.559026e-12
X17x17	0.20365387	0.10822289	0.022147084	0.015412894	1.0383158e-11	0.018616496	0.118142836	0.13548014	0.01886414	0.02598431	1.0389854e-11	0.03811726	0.18936668	0.08050731	0.025484191
X17x18	0.41039884	0.13207936	1.0464099e-11	0.0166496	1.0520153e-11	0.014807079	0.031107856	1.0466536e-11	0.0072436132	0.008060491	0.012167658	0.026371855	0.22750854	0.10350657	0.0100985
X17x19	0.24107786	0.121871345	2.202465e-11	0.04979255	2.2031666e-11	2.2154502e-11	0.14813484	0.08447347	0.011527409	0.055390555	2.2155094e-11	0.039495464	0.15828748	0.08994898	2.2111823e-11
X17x20	0.25480902	0.025625521	2.2945304e-11	0.049927667	0.05568022	0.09424961	0.081954144	0.024620622	2.3148743e-11	2.3066415e-11	2.3157887e-11	0.0455455	0.19998598	0.14885128	0.018750397
X17x4	0.01950189	0.03319694	0.012152004	0.070568934	0.028354624	0.08362998	1.4370798e-11	1.43968336e-11	0.0030748886	0.07607677	0.008847233	0.017697284	0.3162756	0.050500795	0.28012314
X17x5	0.009276056	0.15324877	0.10077631	0.054871082	0.022930907	1.4652576e-11	0.01366499	1.4544788e-11	0.051934876	1.4677162e-11	1.4667956e-11	1.4658894e-11	0.28530785	0.032963354	0.27502576
X17x6	0.059835814	0.09995118	1.5598004e-11	0.0503683	1.5609014e-11	0.07372594	0.011187941	1.5615e-11	0.06786897	0.062098805	1.5729038e-11	1.5679884e-11	0.2689712	0.022611706	0.28338012
X17x7	0.0740427	0.030119253	1.2687743e-11	0.097498134	1.26106825e-11	1.264134e-11	0.012824391	1.266417e-11	0.046032295	1.2650772e-11	0.012064392	0.026767407	0.29535913	0.08754804	0.31774426
X17x8	0.079525985	0.14980923	0.023607397	0.038592126	1.6666371e-11	1.6708704e-11	0.012292272	1.6605165e-11	1.6738784e-11	0.058681227	1.671817e-11	0.031864185	0.3005694	0.083886266	0.22117198
X17x9	0.0986568	0.02954109	1.3527107e-11	0.03655781	0.021416672	1.3585777e-11	1.350638e-11	1.3487998e-11	0.06923838	0.043236475	0.0065491204	1.3549134e-11	0.23810929	0.08939	0.36730438
X18x10	0.08940854	0.047304776	0.032546785	0.044251677	0.0023621419	1.1678387e-11	0.014591099	1.1637451e-11	0.0538675	1.16054215e-11	1.1680816e-11	0.037978135	0.28935412	0.07855549	0.30977973
X18x11	0.043577895	0.018342247	1.7183754e-11	0.03194372	0.010448814	0.019908097	0.016970161	1.7235092e-11	0.08284209	0.017415315	0.04207205	1.7208353e-11	0.38638672	0.027969955	0.30212286
X18x12	0.015209128	0.083964355	1.6439376e-11	0.07900752	1.6427967e-11	0.041116834	0.044776037	1.640783e-11	0.081570104	1.6488205e-11	0.044262514	1.6478804e-11	0.27278852	0.0011513685	0.3361536
X18x13	0.056392096	0.019209132	0.019626936	0.06252542	2.094381e-11	2.096515e-11	0.042573456	0.014526951	0.07795085	2.0944966e-11	0.030719591	2.095088e-11	0.34126896	0.055393964	0.2798127
X18x14	1.19072495e-11	0.0219585	0.02745302	0.080700755	1.1905343e-11	0.07778371	0.014280499	1.1865285e-11	0.029256029	1.1887643e-11	0.10311718	1.1894969e-11	0.28365505	0.057710566	0.30408472
X18x16	0.03698314	0.037342526	0.049066167	0.023629269	0.009615902	0.028330939	0.3003428	0.3002894	0.018001443	0.0048157424	6.618574e-12	0.09103565	0.064793624	0.035753448	6.6003192e-12
X18x17	0.18690197	0.05724835	0.03329063	0.031520378	5.6720496e-12	0.024630137	0.1773291	0.20966217	0.0073399656	0.027396888	5.67705e-12	0.07081696	0.11917844	0.040685803	0.013999317
X18x18	0.13018085	0.05304622	0.042487808	0.034898628	0.003431111	0.026098069	0.22770703	0.22761263	0.015120871	0.0026819054	5.0283913e-12	0.05951791	0.13297948	0.044237453	5.0145036e-12
X18x19	0.2623391	0.051581927	0.013728992	0.042249586	0.013917613	0.018612497	0.14637594	0.012230924	0.020793155	1.6869917e-11	0.021202957	0.047652345	0.28785017	0.04655921	0.014905574
X18x2	0.05417031	0.034386195	0.05204273	0.039290138	1.1713114e-11	0.06537021	0.014125194	1.17213175e-11	1.17706045e-11	0.04104675	0.03140512	1.17514705e-11	0.2698383	0.08402626	0.31429872
X18x20	0.40210494	0.04685869	0.07236941	0.028738767	0.014290377	0.065459296	0.012437116	1.28776165e-11	1.290075e-11	1.2798671e-11	0.019589726	1.2879458e-11	0.24825926	0.08989242	1.286171e-11
X18x3	0.09242828	0.15508792	0.056341168	0.0625868	0.03870277	0.027180392	0.047044784	1.3974213e-11	1.3993177e-11	0.028638836	1.3925683e-11	0.03780227	0.19826907	0.058778994	0.19713868
X18x4	0.014595232	0.12768292	1.4398705e-11	0.06314381	0.014455679	0.025636664	0.010237322	1.4429857e-11	0.04186724	0.02789001	0.03832201	0.04004781	0.25992444	0.03463965	0.30155727
X18x5	0.040519807	0.15165795	0.022737397	0.030548334	0.01836133	0.004697482	1.660016e-11	1.6469815e-11	0.061183374	1.6540458e-11	0.019336829	1.6624877e-11	0.2825432	0.07233451	0.29607975
X18x6	0.0739139	0.033933632	0.05204148	0.029293207	1.722941e-11	2.6153618e-10	0.01418275	0.027886907	0.034623835	0.03318599	0.022652553	0.007824999	0.25738126	0.06548864	0.34759083
X18x7	0.05588188	0.07659373	1.4278806e-11	0.015013625	0.021173213	1.4248253e-11	0.020745473	1.41818805e-11	0.06275536	0.047040123	1.4222622e-11	0.04048702	0.25702363	0.06242379	0.34086215
X18x8	0.110750355	0.10071478	9.934709e-12	0.02638137	0.021126062	0.016584678	9.946843e-12	9.948362e-12	0.03450603	9.965739e-12	0.014013882	9.974828e-12	0.334031	0.08077498	0.26111686
X18x9	0.058695965	0.015372507	0.07068006	0.04220587	1.1186648e-11	1.1251014e-11	0.017466519	1.12086685e-11	0.03194837	0.087564565	0.02409277	1.12291895e-11	0.2636494	0.07451503	0.31380886
X19x10	0.033417024	6.4092186e-12	0.0876167	0.03178778	0.003210933	0.022915613	0.29018846	0.29001248	0.038745854	6.4173415e-12	0.025147079	0.061433014	0.051265314	0.060026843	0.0042328965
X19x11	0.11933478	0.07986839	0.056577314	0.040982492	1.494042e-11	0.03844353	0.02214942	0.042490944	0.033134516	0.024326453	1.5027417e-11	0.042787272	0.15488824	0.060620777	0.28439593
X19x12	0.07901592	0.060306117	0.035971113	0.053619865	1.4676614e-11	1.4613763e-11	1.4622433e-11	1.4652755e-11	0.06262058	0.007447187	1.460351e-11	0.02264301	0.22395924	0.06466005	0.3897569
X19x13	0.037794292	0.039075386	1.5039778e-11	0.02135785	1.4996324e-11	1.5107226e-11	1.5047153e-11	1.5037971e-11	0.07150051	0.029278314	0.035758693	0.030434432	0.37317088	0.062375385	0.29925427
X19x14	0.02424752	1.6069234e-11	1.6050824e-11	0.054237124	1.6124282e-11	1.604758e-11	0.02183292	1.6031182e-11	0.029499838	0.15288447	0.07716893	1.6120593e-11	0.27995473	0.06963104	0.2905434
X19x15	0.02720952	0.034169514	1.3242142e-11	0.07270164	0.13492979	0.41286814	0.015629958	1.3206349e-11	0.06405964	1.3216353e-11	1.3269144e-11	0.020686995	0.08025354	0.11347303	0.024018217
X19x16	0.21557705	0.09556185	1.2111353e-11	0.013513146	0.0053006574	0.024826145	0.120374784	0.11657684	1.2160773e-11	0.044042528	1.21661795e-11	0.03811328	0.24509795	0.081015766	1.213355e-11
X19x17	0.035889022	0.014698546	0.05929955	0.028087962	0.013198982	0.0019567322	0.32103205	0.34606856	1.4149981e-11	0.007961157	1.4041552e-11	0.019984366	0.069315396	0.07041024	0.012097412
X19x18	0.2597017	0.07922251	9.381606e-12	0.06547706	9.366747e-12	0.018858206	0.049005307	0.13267203	0.02278166	0.012911638	9.342785e-12	0.053651948	0.26997453	0.03574332	9.352324e-12
X19x19	0.1265662	0.0785326	1.2093919e-11	0.05498893	1.20414624e-11	1.2143569e-11	0.3079366	0.2060463	1.21394015e-11	1.2095788e-11	0.011468918	1.2115737e-11	0.11148465	0.09248113	0.010494662
X19x2	0.055152517	0.042507783	0.059900057	0.033078164	0.024367824	0.026554605	0.014599636	0.013477364	1.1471121e-11	0.03645297	0.040054306	0.033516746	0.24097767	0.044695802	0.33466458
X19x20	0.1400182	1.1747854e-11	1.16983714e-11	0.026576621	0.31810436	0.12103114	1.1660279e-11	1.1676928e-11	0.02801945	1.1681293e-11	0.055359177	0.06241094	0.095395416	0.13670251	0.016382167
X19x3	0.09777695	0.06468506	0.06181947	0.03917013	0.018258166	0.015438795	0.010836867	9.476989e-12	0.037311878	0.01637149	9.495099e-12	0.04440803	0.2052424	0.06918278	0.319498
X19x4	0.02574603	0.14623755	1.0325956e-11	0.039802615	0.010408665	0.03864308	1.027029e-11	1.0298851e-11	1.0344881e-11	0.03220571	1.03218805e-11	0.051617365	0.25370088	0.11096833	0.29066983
X19x5	0.09697243	0.0841927	1.5956953e-11	0.041980777	0.014968787	1.5958413e-11	1.5968523e-11	1.5920078e-11	0.025454886	0.05132905	1.6028607e-11	0.04348495	0.294912	0.04258843	0.304116
X19x6	0.05212302	0.04460979	1.8679064e-11	0.023552274	0.025263796	1.8676392e-11	0.013991086	1.8582125e-11	0.051443975	0.025480554	0.036817312	0.047543615	0.24764372	0.090121835	0.34140894
X19x7	0.052822497	0.0897698	1.074138e-11	0.014197199	1.0721241e-11	0.051386867	0.06770026	0.09786727	0.07184134	0.013693557	1.0739639e-11	0.014985468	0.2288578	0.07041046	0.2264675
X19x8	0.094930045	0.03871673	0.04833282	0.024123188	1.904424e-11	1.9056886e-11	0.014879439	1.8953393e-11	0.037387893	0.09566496	1.9083329e-11	0.02367931	0.2566688	0.08837199	0.27724487
X19x9	0.051169116	0.030340822	0.10128487	0.04926721	1.1927042e-11	1.19547835e-11	0.059002496	0.06088318	0.10192349	0.07717155	1.1951202e-11	0.036646932	0.11850029	0.12052275	0.1932873
X20x12	0.08453513	0.010949829	1.2808222e-11	0.033489436	1.2863431e-11	0.042035107	1.2856661e-11	1.277068e-11	0.020684762	0.01651069	0.03771609	1.28125965e-11	0.36876282	0.10422517	0.28109092
X20x13	0.059587408	0.040271398	0.029268533	0.031208267	1.3562599e-11	0.04327623	0.025364341	0.018681053	0.06468045	1.3551402e-11	0.028494641	0.021138374	0.25382078	0.0721754	0.31203318
X20x14	0.068162955	0.031003965	0.029835248	0.10999913	1.2824584e-11	0.023351839	1.2848751e-11	1.2824976e-11	0.15602891	0.036473244	1.2909746e-11	0.024164334	0.21097466	0.069030315	0.24097534
X20x15	0.07073459	0.022354364	0.07717529	0.09860015	9.116487e-12	0.14727649	9.080218e-12	0.006014816	9.1216696e-12	9.074469e-12	0.09247554	9.107188e-12	0.18710208	0.15550019	0.14276652
X20x17	0.34952447	0.082580544	1.1527542e-11	0.06901589	0.012825117	0.06721265	0.03362009	1.1537638e-11	1.1582553e-11	0.026174378	0.017713582	1.155019e-11	0.2798721	0.05511006	0.0063511487
X20x18	0.39530393	0.13168013	1.5642912e-11	0.037666067	1.5672687e-11	0.025961623	0.021715384	0.063670255	1.5728297e-11	0.008959202	0.031583283	0.03606358	0.16850732	0.07888921	1.5618555e-11
X20x19	0.2834168	0.118702896	0.028597502	0.04678365	1.2933516e-11	1.3014908e-11	0.021967376	0.008088149	0.007996085	0.043647394	0.023656856	0.04517287	0.20297496	0.13404272	0.034952745
X20x2	0.045499396	0.03696297	0.063766256	0.06779747	0.0069024996	0.1192766	0.022347456	1.4349623e-11	1.4429408e-11	0.07301836	1.4434584e-11	0.07839166	0.15057898	0.08412832	0.25133005
X20x20	0.38080227	0.07683809	0.03374444	1.7453093e-11	1.752655e-11	0.019348832	0.12706277	0.056463975	0.021524876	1.7425684e-11	1.7501094e-11	0.038806334	0.12521097	0.09700837	0.023189105
X20x3	0.039995074	0.029323358	0.053328346	0.04808579	0.00809131	0.05477351	0.011049445	1.515695e-11	0.046701234	0.05299541	0.0041624187	0.040585402	0.21748017	0.03419377	0.35923478
X20x4	0.12516333	0.061527427	0.08072155	0.03758243	0.014201522	0.011835082	1.2359731e-11	1.2293782e-11	0.07110258	0.0026721288	0.012731359	1.2392496e-11	0.2751003	0.02312927	0.28423303
X20x5	0.03132427	0.20181167	1.4509208e-11	0.10931333	1.4533803e-11	0.034834772	1.456594e-11	0.011626628	0.035220575	0.04366903	1.46038e-11	0.05281039	0.13389458	0.10666759	0.23882723
X20x6	0.043795377	0.0032128445	0.036450904	0.024955751	0.005326335	2.0795988e-11	0.0071886457	0.057600405	0.0808227	0.06558125	2.0768557e-11	0.032332756	0.22487982	0.06876731	0.34908584
X20x7	0.03229297	0.10088835	1.04713495e-11	0.016950833	1.04824e-11	0.03798135	0.08650298	0.013560916	0.04694965	0.042781238	0.025025291	1.0480241e-11	0.26545185	0.04831382	0.28330073
X20x8	0.08878639	0.0675693	0.041300517	0.07013512	0.01456491	1.3430139e-11	0.06852324	1.33263366e-11	0.062208794	0.0880167	1.3414548e-11	1.3367017e-11	0.19488835	0.03021623	0.27379036
X20x9	0.102546655	0.014465784	0.09340206	0.0073803626	1.08861505e-11	0.052437775	0.024228998	1.0845943e-11	0.059875257	1.0932115e-11	0.0053706383	0.02795907	0.19398119	0.08180776	0.33654445
X21x10	9.989298e-12	0.049659107	0.06793338	0.059710927	0.004036749	0.0230425	0.06325518	9.946027e-12	0.045556027	9.985183e-12	0.05842125	9.97791e-12	0.22079673	0.06277842	0.34480968
X21x11	0.05338209	0.066046536	0.057981513	0.028551213	1.2984929e-11	0.038610917	0.025658233	1.29417345e-11	0.13787848	0.0317376	1.30138894e-11	0.018078193	0.20280538	0.070159145	0.26911074
X21x12	1.379844e-11	0.06410013	0.05693009	0.03724322	0.026941894	1.3794047e-11	0.059092864	1.3756789e-11	0.16622317	0.15278843	0.018216291	1.3783975e-11	0.13255645	0.07014224	0.21576525
X21x13	0.019825123	0.07061096	0.061933808	0.08266701	1.7119695e-11	0.043963157	0.02587165	1.706857e-11	0.09481815	0.07383687	1.7160526e-11	0.020177027	0.23536257	0.02825743	0.2426762
X21x14	0.04815651	1.7081002e-11	0.14723755	0.055287972	1.6966675e-11	0.109979644	0.018240476	1.7045268e-11	0.08093702	0.043028496	1.7086998e-11	0.03578235	0.20204014	0.030334432	0.22897539
X21x15	0.026015524	0.022677116	0.076582186	0.18839058	1.12368925e-11	0.23460764	0.029706663	0.009127102	0.06551023	0.1309677	1.1250167e-11	0.076595984	0.050225284	0.027695792	0.061898153
X21x17	0.2468631	0.11824954	1.4501926e-11	0.064997256	0.007355716	0.029855112	0.07767459	0.024671668	0.021913065	1.4603653e-11	0.013445117	0.09316851	0.20916615	0.0814767	0.011163409
X21x18	0.1703053	0.07620465	0.029225089	0.038638882	1.1017383e-11	1.106236e-11	0.32645106	0.11048922	0.018783413	1.0979791e-11	0.008041565	0.02793451	0.108167194	0.080902	0.0048570684
X21x19	0.0964591	0.06960723	1.4643477e-11	0.017216727	0.0069262316	0.06276583	0.2988709	0.15597406	1.4692043e-11	1.4628736e-11	0.012629726	0.058551647	0.10136323	0.11963535	1.4638896e-11
X21x2	0.07861744	0.07805795	0.08359392	1.9319636e-11	0.03479949	0.016053203	0.0118146995	1.925155e-11	0.039131857	0.019693598	0.019448878	0.07216749	0.20570306	0.018358756	0.32255965
X21x20	0.24597485	2.4331374e-11	2.4271904e-11	0.079969205	0.03402723	2.4230782e-11	0.19727325	0.046415813	2.4324692e-11	0.029854251	2.4172896e-11	0.036620732	0.24194647	0.08791812	2.4254456e-11
X21x21	0.2192617	1.7491009e-11	1.7427604e-11	0.06577445	0.09868571	0.17434436	0.077290565	0.008974802	0.009981188	1.7455582e-11	0.024741685	0.08050363	0.084643334	0.15579852	1.7516382e-11
X21x3	0.09768671	0.051288113	0.11639286	0.044536322	1.43403475e-11	0.041503195	0.01770309	1.4311602e-11	0.058597166	1.4294306e-11	1.4362793e-11	1.4308409e-11	0.19579397	0.0624881	0.31401047
X21x4	0.060709164	0.07925836	0.09501498	0.012372619	1.6703085e-11	1.6805729e-11	0.049864918	1.6753498e-11	0.013289873	0.05636731	0.04854412	0.0405832	1.6805089e-11	0.057958573	0.48603687
X21x5	0.045158476	0.030857762	0.03790353	0.09527316	1.5186376e-11	1.5075725e-11	0.08827085	0.04665872	1.5193215e-11	0.07098469	1.5155616e-11	0.045771327	0.23547107	0.09706585	0.20658453
X21x6	0.12423184	0.09230269	1.4015273e-11	0.07168168	1.4015192e-11	0.04545017	0.012038852	1.3912386e-11	0.022710558	0.03334863	0.07175202	1.3985713e-11	0.18405417	0.06905045	0.273379
X21x7	0.10488773	0.032273322	0.06727683	0.07337874	1.4099004e-11	0.050703745	0.045131337	0.022840241	0.003315701	0.046608817	0.052736398	0.014094294	0.20899989	0.041132208	0.23662071
X21x8	0.029422412	0.029147975	1.4496784e-11	0.061050635	1.45181445e-11	0.061929166	0.014417058	0.043500166	0.09795553	1.4463504e-11	0.08734952	0.018502096	0.21736519	0.078205094	0.26115513
X21x9	0.10376341	0.012966595	1.9990523e-11	0.06716413	1.9906096e-11	2.001017e-11	0.035075206	1.9992315e-11	0.13259727	1.9893493e-11	1.9944556e-11	0.06953757	0.23317163	0.074300125	0.27142406
X22x10	0.058421034	0.0329121	0.057558022	0.040702067	0.00047006138	0.027121492	0.05524428	0.029073121	0.075513475	0.022741389	1.0983989e-11	0.028609904	0.19988856	0.08794801	0.2837965
X22x11	0.0448238	0.013400487	1.5464786e-11	0.02123509	0.0015030518	1.5521763e-11	0.022239096	0.0063005616	0.16211286	0.016769456	1.5465261e-11	0.038523246	0.34956077	0.054991864	0.26853973
X22x12	0.048849817	0.03812227	0.07577074	0.02363589	1.4546222e-11	0.0128398165	0.026262404	0.026967784	0.15148106	1.4540619e-11	0.016301416	0.041702606	0.21626662	0.07528601	0.24651349
X22x13	1.1998025e-11	1.1918355e-11	0.052939814	0.17520721	0.024278311	0.06869151	0.0743371	0.056012172	1.9649407e-11	0.06625864	0.009567312	0.017712757	0.19620085	0.048243366	0.21055093
X22x14	0.08817211	0.019067146	0.108343415	0.06326255	0.0086889975	1.318415e-11	0.032029323	1.3115502e-11	1.3181836e-11	0.010995157	0.025690557	0.054666556	0.16823912	0.16483663	0.2560084
X22x15	0.048984066	0.011632665	0.12612171	0.05289394	0.021961791	0.096661046	1.10941195e-11	1.1048233e-11	0.25706568	0.02529106	0.05098136	0.04213716	1.1030525e-11	0.15445703	0.11181243
X22x16	0.0088771265	0.08224361	0.04044973	0.052731648	0.035450753	0.30984378	0.02826607	1.0818558e-11	0.049335167	0.07792005	1.092133e-11	1.0918435e-11	1.086577e-11	0.19622894	0.11865317
X22x17	1.3727024e-11	0.09039285	1.37923215e-11	0.06766669	0.04668655	0.10942522	1.3784036e-11	1.3780461e-11	0.08256223	0.073278576	1.3748695e-11	0.066040814	0.05125047	0.40460026	0.00809627
X22x18	0.016809005	1.0966572e-11	1.0959045e-11	0.09631464	0.01829532	0.11321974	1.0911282e-11	1.0936576e-11	0.12943795	0.07337207	0.0129479235	0.119414225	1.0950123e-11	0.41082948	0.009359659
X22x19	0.015405768	0.008819276	0.03379922	0.04997381	0.052228857	0.14475201	9.5107e-12	9.542208e-12	0.07209848	0.09105015	0.047604464	0.094418645	9.563343e-12	0.37539455	0.014454688
X22x2	0.11806092	0.05964355	1.4802739e-11	0.042063564	0.019508738	1.4893307e-11	1.483329e-11	0.0137136225	0.025107581	0.08699229	1.4894102e-11	0.06897376	0.24046494	0.052220363	0.27325064
X22x3	0.15792495	0.1897318	2.0610623e-11	0.02657719	0.035031967	0.004650151	0.021884069	0.023828689	0.04507956	0.12141175	2.0682924e-11	2.0668293e-11	0.10235764	0.026657207	0.244865
X22x4	0.13526599	0.10847337	0.07330355	0.033575956	7.37003e-12	7.400499e-12	0.012087777	0.036837798	0.038425926	7.3953335e-12	0.022839982	0.045664277	0.083280675	0.0930928	0.31715184
X22x5	0.12711293	0.090919256	0.032563914	0.09512947	1.9824411e-11	0.0070200255	0.05397426	0.03850528	1.9941366e-11	1.9916886e-11	1.9938058e-11	0.021457227	0.18977816	0.07930098	0.26423848
X22x6	0.07916659	0.077492066	0.07958891	0.046518847	0.014807297	1.4585458e-11	0.048015777	0.033206932	0.018156141	1.4565777e-11	1.4583957e-11	0.053256724	0.12835489	0.11629855	0.30513722
X22x7	0.13995823	0.14822914	0.052758995	0.051686488	1.541028e-11	1.5424278e-11	0.11866192	0.01188444	1.5422308e-11	1.531657e-11	0.0017933486	1.5412163e-11	0.17752889	0.106363095	0.19113547
X22x8	0.10290147	0.038454775	0.04422963	0.020122215	0.011683158	1.7279131e-11	0.097502954	0.025879454	0.059595715	1.7226052e-11	0.07162765	1.7267238e-11	0.19189952	0.032242283	0.30386114
X22x9	0.08333485	0.053165358	1.1478954e-11	0.051768024	0.011324289	0.029619291	1.1432219e-11	0.012560022	0.032594044	1.1496045e-11	1.1514499e-11	0.018082706	0.26575986	0.1157894	0.3260022
X23x10	0.116087615	0.016221844	0.06968111	0.046629433	0.031425342	0.02480057	0.08690928	1.8849089e-11	1.8943517e-11	0.072516255	1.8839744e-11	1.8918712e-11	0.14412785	0.082592584	0.3090081
X23x11	0.11003919	0.016513033	0.05426698	0.057482276	1.6821598e-11	0.056925427	0.015586945	1.67418e-11	0.08599461	1.672782e-11	1.6826894e-11	1.6800212e-11	0.21777517	0.082405835	0.3030105
X23x12	0.046087082	0.018662551	1.4498426e-11	0.07099643	0.013908318	1.4499144e-11	0.037018634	0.012677141	0.07359751	0.03937812	0.025504205	0.00941095	0.21267392	0.079631366	0.36045372
X23x13	0.009317319	1.2747722e-11	0.0670393	0.046262108	0.019113041	0.055175785	0.015157245	1.2775885e-11	0.19372658	0.063780524	1.2836436e-11	0.036443375	0.18151209	0.05874475	0.2537279
X23x14	0.010909645	0.080863684	0.04030078	0.018385751	0.02089752	0.05410593	0.27234837	0.2535577	0.15641168	0.0068602185	9.118345e-12	0.038495116	9.094428e-12	0.040978614	0.005884935
X23x15	0.011711139	0.13378474	0.11704383	0.04072067	8.340397e-12	0.054332238	0.13319232	0.05813902	0.2725037	8.339283e-12	0.014054209	0.01638515	8.309244e-12	0.13730846	0.010824489
X23x16	0.010375632	0.205475	0.12246466	0.038217556	1.1578451e-11	0.10940015	0.054619472	1.15377985e-11	0.27524295	1.15240525e-11	0.05376661	0.049132276	1.1512189e-11	0.06995589	0.011349723
X23x17	0.003594018	0.032524552	0.061620664	0.032536924	0.013602017	0.026347356	0.29080674	0.29069048	0.02104772	0.023798855	6.4076027e-12	0.11317078	6.391515e-12	0.08360912	0.006650625
X23x18	0.0069086854	0.045349017	0.083116084	0.049477533	0.012511952	0.026853766	0.26441157	0.26437354	0.011862465	5.833949e-12	0.0115503995	0.14266445	5.8323806e-12	0.07534973	0.005570856
X23x19	1.3605271e-11	0.11072679	0.016154705	0.08642383	0.054383438	0.1216365	0.012102117	1.36336125e-11	0.036542516	0.18552983	1.3681622e-11	0.055602353	0.026382204	0.28908792	0.0054278467
X23x2	0.05785501	1.4252315e-11	0.019936295	0.08644306	1.4303921e-11	1.4316258e-11	0.012810196	1.4261996e-11	0.04286629	0.042406805	1.4256855e-11	0.060439788	0.3554333	0.108367175	0.21344213
X23x20	7.2476834e-12	0.012233851	0.08141623	0.061896168	0.02531021	0.28175312	7.2456104e-12	7.2743573e-12	0.085920975	0.014681188	0.010787011	0.09425959	7.242377e-12	0.32192028	0.009821365
