	Atrial_cardiomyocytes	Capillary_endothelium	Cardiac_neural_crest_cells_Schwann_progenitor_cells	Endothelium_pericytes_adventitia	Epicardial_cells	Epicardium-derived_cells	Erythrocytes_11	Erythrocytes_6	Fibroblast-like_cardiac_skeleton_connective_tissue	Fibroblast-like_larger_larger_vascular_development	Fibroblast-like_smaller_vascular_development	Immune_cells	Myoz2-enriched_cardiomyocytes	Smooth_muscle_cells_fibroblast-like	Ventricular_cardiomyocytes
X15x6	0.05868975	0.0748871	2.1619964e-11	0.021969456	0.037355825	0.06963177	0.04027311	2.1548291e-11	0.07381479	0.03322142	2.1624747e-11	0.029530378	0.24774219	0.024372274	0.28851196
X15x7	0.017441666	0.091691315	0.0119675	0.029983701	2.0212148e-11	2.0159745e-11	0.04218109	2.0201125e-11	0.04945932	0.03733137	2.026766e-11	0.025690585	0.34153926	0.064095005	0.28861925
X15x8	0.018843867	0.16090077	0.035793092	0.05736709	0.014369197	0.027052507	0.16211905	0.18007472	9.9604665e-12	9.95906e-12	0.03821979	0.039425977	0.15258448	0.023636075	0.08961338
X15x9	0.033345457	0.20490949	0.041222204	0.0030918191	0.012889188	3.8197613e-05	0.055414923	0.064075656	0.019188171	0.034306705	0.0018186377	0.022632206	0.24698117	0.041061483	0.21902475
X16x10	0.008857373	0.21247464	0.06166742	0.07514444	1.1125941e-11	1.1142973e-11	1.1112642e-11	1.1060582e-11	0.09424906	1.1114169e-11	1.1140954e-11	0.08172394	0.24190389	0.021685565	0.20229365
X16x11	0.045031704	1.25194195e-11	0.06635699	0.04174375	1.2514e-11	1.2484249e-11	0.013325037	0.02298838	0.046568435	0.06362976	0.020751162	1.2507176e-11	0.2979855	0.08282098	0.29879826
X16x12	0.03377981	0.093685724	0.048128862	0.22453545	0.0060099848	0.25233522	8.477362e-12	8.530791e-12	0.032380052	0.12600292	0.021326507	0.06664892	8.488008e-12	0.095166564	8.527797e-12
X16x13	0.049417634	2.276338e-11	2.2674678e-11	0.04022143	0.08087628	0.43460783	0.0476143	0.055645734	2.2833738e-11	0.017361425	0.07062897	0.110217996	2.2673207e-11	0.09340841	2.2725898e-11
X16x14	0.40971962	3.998934e-11	4.008304e-11	0.03100299	0.03395167	3.999964e-11	0.08432099	4.0179336e-11	0.056468718	4.005033e-11	4.015091e-11	0.060415234	0.18661442	0.11402961	0.023476794
X16x16	0.076560095	0.07369999	0.0282751	0.055847846	0.004011128	0.019423267	0.2803682	0.27217498	0.008056811	1.2792307e-11	0.0070056277	0.04896762	0.06988914	0.03773781	0.017982401
X16x17	0.31074527	0.106012754	1.8299553e-11	0.06432876	0.028783716	1.8343549e-11	0.0774598	0.07207733	1.8371209e-11	0.03247106	0.014234287	0.025141312	0.20741792	0.06132779	1.8330887e-11
X16x18	0.10025576	0.04282779	0.018565036	0.048330672	0.24695335	0.12425484	0.06593123	0.059569404	1.5893753e-11	1.5810577e-11	1.588863e-11	0.10813897	0.091064036	0.07996556	0.014143431
X16x2	0.0408928	0.017810138	0.02193095	0.08326596	0.02631797	0.08779193	0.01819059	0.06323628	0.07201295	0.07673445	1.1881834e-11	0.036993254	0.20111606	0.049696118	0.20401052
X16x3	0.06793717	1.3617081e-11	1.3561303e-11	0.06600685	1.3621499e-11	0.07088156	0.01246422	0.05592496	1.3688015e-11	0.043500926	0.0881288	0.049056396	0.29703382	0.08393928	0.16512603
X16x4	0.054752003	0.097752385	0.048200704	0.020809008	0.0009588926	0.046351187	0.023840701	2.8231185e-11	0.048156917	2.8263187e-11	2.8454067e-11	0.026448188	0.29835978	0.06458785	0.26978233
X16x5	0.058870815	0.029481137	0.035547033	0.050871592	0.0080832075	0.058238365	0.039974324	0.1231731	0.047482118	0.057688553	2.0422814e-11	0.07141435	0.19227807	0.014154475	0.21274285
X16x6	0.017965946	0.12028427	0.032277215	2.846709e-11	2.846872e-11	2.8562977e-11	0.07822568	0.05840729	0.02698335	0.07701027	0.023889543	0.0189884	0.3029669	0.06410427	0.1788969
X16x7	0.00871862	0.22921632	0.04205481	1.8399808e-11	1.8391844e-11	1.8384197e-11	0.15533838	0.115395784	0.05439797	0.04078043	0.032995567	0.04624419	0.12889975	0.01756772	0.12839054
X16x8	0.026241062	0.2094785	1.1414201e-11	0.023816215	0.012655967	1.1492802e-11	0.20685087	0.19473769	0.04247932	1.1468868e-11	0.029632824	0.038123637	0.10493728	0.07085398	0.040192563
X16x9	0.016163392	0.11402512	1.2994705e-11	0.11593392	1.2992722e-11	0.08098668	0.0316704	0.07731581	0.017143266	0.06107646	0.027897311	0.029083477	0.19100533	0.025341598	0.21235727
X17x10	0.042866513	0.028314987	0.11404265	0.07687721	1.5595667e-11	1.558324e-11	0.088318415	0.041223433	0.25109714	1.5500415e-11	0.04561051	0.0642409	0.10105401	0.089084364	0.057269905
X17x11	0.053645942	0.06436637	4.7534296e-11	0.0061686886	4.762405e-11	0.10592792	0.2662042	0.12126836	0.15620185	4.761406e-11	4.7352317e-11	0.054366387	0.11152948	0.060320858	4.727444e-11
X17x12	0.31398746	0.012126635	0.07406993	0.045879442	0.018344771	0.028794698	0.07678462	0.10100833	0.02380646	1.0157044e-11	0.03796383	1.0151815e-11	0.19254172	0.0580788	0.016613226
X17x13	0.1935516	1.0223798e-10	0.17360808	0.13484213	0.013891824	0.1156609	0.15376754	0.025693858	1.0267983e-10	1.0239293e-10	1.0243512e-10	1.0255242e-10	0.18898404	1.026957e-10	1.021869e-10
X17x14	0.17481838	0.03707797	0.038631007	0.031220514	0.01032692	1.2970784e-11	0.20599191	0.21412012	1.296836e-11	0.005178233	0.005539441	0.063392796	0.15069096	0.051132165	0.011879559
X17x15	0.055331945	0.015686799	0.022003967	0.033201408	8.1457575e-12	0.016487792	0.3667645	0.36750358	0.0054174666	8.08098e-12	0.0037138183	0.0657262	0.026443185	0.017111521	0.004607823
X17x16	0.20303826	0.028039932	1.0870482e-11	0.03287981	1.0851527e-11	0.034423772	0.23010589	0.27096155	0.005590577	0.0029442988	0.006961157	0.035239797	0.079469696	0.07034523	1.0843769e-11
X17x17	0.3385123	0.180285	0.015704243	0.029557817	2.4779349e-11	2.4957076e-11	0.047062375	0.023857407	2.4811413e-11	2.4793532e-11	0.042477794	2.4830256e-11	0.28324646	0.039296534	2.4747183e-11
X17x18	0.07132575	0.045493145	2.8129077e-11	0.03829639	0.03849054	0.040483754	0.1983217	0.23372956	0.01603269	2.7928066e-11	2.8172784e-11	0.02257452	0.17974417	0.07761149	0.037896246
X17x2	0.00039855426	0.043103166	1.1816236e-11	0.2327367	0.012957338	0.038687684	0.022280507	1.1833761e-11	0.01350585	0.12097386	0.09416268	1.1872421e-11	0.21504042	0.039184216	0.16696896
X17x3	0.034310114	0.0669708	0.037664182	0.0748836	1.2477527e-11	1.2403615e-11	0.0658747	1.2388553e-11	0.051783096	1.247422e-11	0.08670266	0.037745323	0.24860327	0.07704018	0.21842209
X17x4	0.11374931	0.017362284	1.8032674e-11	0.038665354	0.036358204	1.811617e-11	0.041268565	1.8097383e-11	0.04721601	0.035778023	0.01570707	0.046850063	0.25988874	0.050931867	0.2962245
X17x5	0.07316264	0.11173447	1.5043682e-11	0.05935409	0.006307694	0.035405453	0.1146837	0.06238432	0.03887066	1.5090554e-11	1.5108092e-11	0.058060907	0.22066431	0.047792133	0.17157964
X17x6	3.2717343e-11	0.08699303	0.024801165	0.055208642	0.0059207636	0.08599023	0.079117164	0.043183055	0.014196444	0.061550576	3.2659975e-11	0.06286196	0.26684386	3.273357e-11	0.21333322
X17x7	0.04318986	0.041822072	0.034335613	2.3466952e-11	2.3659895e-11	2.3582806e-11	0.1559047	0.30733356	0.031094447	0.032284986	0.038215935	0.04197639	0.13033855	0.027350055	0.11615386
X17x8	0.030233443	0.10055703	0.060389545	0.086381525	2.0153497e-11	2.0274678e-11	0.06410838	0.057234842	0.103967614	2.021629e-11	0.04672343	0.028701033	0.25074962	0.11898654	0.051966976
X17x9	1.6680077e-11	0.09269259	1.6595602e-11	0.09294503	1.6655535e-11	0.06664101	0.021566764	0.017062904	0.32046476	0.05318734	0.085347034	0.058238607	0.10821779	0.05019059	0.033445608
X18x10	0.018445592	0.05664872	0.07884676	0.013360202	8.781471e-12	0.05689315	0.21995066	0.31272438	0.14589284	8.743083e-12	8.794596e-12	0.060534682	8.770006e-12	0.030924726	0.0057783667
X18x11	0.013841616	0.018644221	0.04744264	0.0054825763	9.82149e-12	0.019813493	0.37581405	0.4443327	9.84886e-12	9.790591e-12	9.799952e-12	0.021058552	0.018861055	0.03470913	9.823551e-12
X18x12	0.016339632	1.500368e-11	0.019114686	1.4995784e-11	0.0071595483	0.017579436	0.24881785	0.61988366	0.009949323	0.008249367	1.5041905e-11	0.026267255	0.026639258	1.502006e-11	1.5011496e-11
X18x13	0.38991594	0.032346524	0.07899025	0.078880966	0.0022127868	3.2584845e-11	0.04177277	0.12700388	3.272455e-11	3.2479668e-11	3.261656e-11	0.02784579	0.1156547	0.038727753	0.066648625
X18x14	0.07191196	0.068303585	0.017845124	0.015416399	0.010652659	0.025511846	0.20187767	0.25992066	7.400556e-12	7.362627e-12	0.016638651	0.20150703	0.04417537	0.04819403	0.018044993
X18x16	0.18312055	0.106043965	0.037414677	0.07157456	2.2249307e-11	2.2246718e-11	0.1705658	0.16986093	2.2296548e-11	2.2294165e-11	2.2330807e-11	0.054958064	0.10170677	0.09298261	0.011772119
X18x17	0.11860697	0.13449994	3.0023265e-11	0.067230985	3.005822e-11	0.030214697	0.24401736	0.0811711	3.0065155e-11	3.0100672e-11	3.001342e-11	0.036104545	0.2637333	0.024421101	3.0061027e-11
X18x18	0.074987575	0.048274584	2.3752925e-11	0.04339609	0.030960921	2.3958408e-11	0.42823792	0.06351338	2.382789e-11	2.3864185e-11	2.3958776e-11	2.3929364e-11	0.12213974	0.1550761	0.033413596
X18x2	0.09765108	0.022046512	1.6076003e-11	0.04294737	0.019184792	0.009529905	0.048798736	1.6112627e-11	0.043183073	0.03884333	0.027437875	0.036592834	0.31014428	0.090503044	0.21313715
X18x3	0.0528984	2.5702208e-11	2.5571453e-11	0.049204633	0.017964637	0.08993122	2.553928e-11	0.076583505	0.04989219	0.030193448	0.008145401	0.03681205	0.15111159	0.09662981	0.34063318
X18x4	0.04964162	1.593431e-11	0.07633801	0.11092383	1.5860323e-11	0.018572453	0.093503766	1.5844057e-11	0.08225303	0.054235097	0.030003889	0.021676442	0.20676471	0.050323628	0.20576349
X18x5	0.06676531	0.09048216	1.8375723e-11	0.058391873	0.008049957	0.034139484	0.018031076	0.04585178	0.04658265	0.035956506	0.02180467	0.0885328	0.26784205	1.8421343e-11	0.21756972
X18x6	0.016202215	3.119646e-11	0.044001523	0.12848762	0.0042445236	0.029290557	0.060519896	3.127558e-11	0.03941189	0.055399504	3.1379187e-11	0.0723858	0.1916748	0.055051878	0.30332977
X18x7	0.05405233	0.05359769	1.6062795e-11	0.06417603	1.5989403e-11	0.02602199	0.12225422	0.058851272	0.07347341	1.602366e-11	1.6085239e-11	0.033666108	0.27395275	0.04053724	0.19941697
X18x8	0.0071298284	0.037279584	2.613502e-11	0.019747017	2.6130882e-11	2.6122807e-11	0.06597386	0.04284844	0.14165029	0.109134585	0.013663532	0.040522926	0.2975775	0.06321041	0.16126217
X18x9	0.048457153	0.020659275	0.06394545	0.08228956	0.02706727	0.086079456	0.06921902	0.0444071	0.22098275	3.0990443e-11	0.0042911256	3.115681e-11	0.14635654	0.0679165	0.11832867
X19x10	0.026545726	0.03497472	0.09352252	0.03713499	1.0421376e-11	0.10289942	0.09224831	0.026180355	0.35318375	0.042981394	1.0455601e-11	0.05814818	0.03080741	0.07876759	0.022605538
X19x11	0.047037028	0.09051577	0.07226774	0.039297238	2.4918057e-11	2.4882152e-11	0.26181576	0.2031522	0.07513944	2.491858e-11	0.015056355	0.03975504	0.07195671	0.08400672	2.4776922e-11
X19x12	0.3390606	2.0713816e-11	0.12884188	0.03720158	2.068464e-11	0.02492588	0.07644852	0.056383297	0.025611145	0.070201494	0.013719139	2.0785134e-11	0.18303882	0.044567592	2.0641681e-11
X19x13	0.40318453	0.021193203	0.07132356	0.062664226	1.8806671e-11	0.00497276	0.052072365	0.037415296	0.055814132	1.878885e-11	1.8802114e-11	0.080762975	0.12310743	0.054306168	0.0331832
X19x14	0.31089044	0.15292922	0.04954952	0.025802251	0.018293785	0.014757755	0.07585609	0.06277969	1.3187312e-11	0.0064185117	1.31798695e-11	0.036459778	0.14964664	0.06946132	0.027155004
X19x15	0.21855111	0.10207507	0.054343995	0.030951826	8.614098e-12	0.01889584	0.14502846	0.17562112	8.6656125e-12	8.5992585e-12	0.009397935	0.050729327	0.08465804	0.08707631	0.022670923
X19x16	0.25272462	2.3039003e-11	0.06992384	0.029723078	2.2958071e-11	0.06497688	0.16452448	0.07341365	2.3027231e-11	0.04233173	0.024798116	0.101773314	0.09642448	0.06572841	0.013657385
X19x17	0.20215887	0.037591916	0.068212	0.03759356	0.04584247	0.016756607	0.17678393	0.11255811	0.025731888	2.0917176e-11	0.01791586	0.06865709	0.14479214	0.045405623	2.0953074e-11
X19x18	0.14938293	0.093466826	1.1492713e-11	0.03179963	0.063331015	0.019167138	0.21448131	0.047251623	0.026511181	1.1478343e-11	1.1525861e-11	0.034392525	0.22062701	0.09168046	0.007908323
X19x2	0.05248146	2.0833961e-11	0.061780628	0.030147167	2.085933e-11	2.084084e-11	0.021194223	2.0785856e-11	0.03979203	0.0690759	0.0665926	0.04874429	0.28651452	0.060893614	0.26278365
X19x3	0.055822458	1.907192e-11	1.900467e-11	0.059268106	0.012274956	0.014807122	0.0373405	0.035838548	0.06596533	1.8920109e-11	0.050087478	0.0507162	0.20584846	0.07830834	0.3337225
X19x4	0.027363287	0.15658881	0.04623319	0.028079236	3.1993387e-11	3.209828e-11	0.09909351	0.123083614	0.058399305	0.053914327	0.0065933308	3.224801e-11	0.14502296	0.065687895	0.18994053
X19x5	0.11874924	0.09200241	0.075464375	3.146028e-11	3.1680426e-11	3.1553784e-11	0.17816672	0.082209155	3.1681695e-11	3.1551258e-11	0.033197675	0.03335704	0.21414346	0.05420425	0.11850572
X19x6	0.087073706	0.06099861	3.609361e-11	0.047767285	3.5981572e-11	3.6073446e-11	0.08029277	0.08573743	3.61817e-11	3.6000244e-11	0.022797748	0.04152264	0.1840845	0.10836423	0.28136107
X19x7	0.038228627	2.5827136e-11	0.049208418	0.047716346	2.575394e-11	2.5671156e-11	0.051801898	0.090342	0.05988509	2.5782248e-11	0.06982491	0.01967445	0.29491425	0.07137709	0.20702693
X19x8	2.504007e-11	2.4903518e-11	0.08175983	0.03398744	2.4996076e-11	2.4953395e-11	2.4995169e-11	0.040607832	0.08817949	0.07776461	0.04222372	0.041827	0.36118427	0.019448686	0.2130171
X19x9	0.067569785	2.9749245e-11	0.052596815	0.10134358	2.955063e-11	2.9751226e-11	0.0565526	0.06557793	0.10349297	0.04109522	0.04826426	0.02252772	0.1605208	0.1681096	0.11234861
X20x10	0.019709416	1.0942181e-11	0.07634489	0.030499527	0.020991119	0.08210412	0.046689052	0.013586055	0.32641733	1.09053235e-11	0.072414696	0.10524794	1.0884253e-11	0.16449787	0.041497998
X20x11	0.11190125	0.017814137	0.14082398	0.034221366	0.011332744	0.16133079	0.026229294	0.027639395	0.25986212	0.01673679	0.002773359	1.0621303e-11	0.09148287	0.07644336	0.021408534
X20x12	0.036706038	2.581761e-11	2.5781096e-11	0.04643402	0.16541155	0.18646231	0.031124858	0.115306444	0.054535046	0.08275767	0.03861432	0.045342054	0.12414017	0.073165506	2.5719163e-11
X20x13	0.28641504	1.3028514e-11	1.3006762e-11	0.1280471	1.3032863e-11	0.08795789	0.020288873	0.06502841	0.028532263	0.050318025	0.0035349806	0.0364707	0.18163064	0.096021384	0.01575473
X20x14	0.4357981	0.13099381	0.07201449	0.06504655	0.025034998	0.028177716	0.029065829	0.0023034546	1.8111169e-11	1.8023982e-11	0.010087275	0.030996418	0.090659976	0.079821415	1.8061113e-11
X20x15	0.40965992	0.057764217	0.12249663	0.10561294	1.68504e-11	1.6901255e-11	0.06148399	0.029123452	0.01208472	1.6769376e-11	1.6879541e-11	0.08821197	1.6836359e-11	0.11356217	1.6813703e-11
X20x16	0.22090976	0.020093093	0.07233056	0.11014066	0.016136458	2.397029e-11	0.16074611	0.13844983	2.3901991e-11	0.02351182	2.3880802e-11	2.395032e-11	0.07626719	0.14757028	0.013844297
X20x17	0.41045713	0.06443128	0.06498296	0.051796105	0.06110736	0.15388142	0.03942859	2.4397121e-11	2.4626957e-11	2.4488451e-11	2.4517381e-11	0.086191095	2.4533285e-11	0.067724	2.4393631e-11
X20x2	0.025857665	0.15014188	1.866711e-11	0.023882957	1.8719738e-11	0.0375886	0.01704249	0.043389134	0.04699962	0.038387652	0.027104724	0.041298192	0.23886259	0.044335254	0.26510927
X20x3	0.080095865	0.23338294	0.03108108	2.1422501e-11	0.001745592	0.005922595	0.08352914	0.034445584	0.023485746	2.137434e-11	2.1553119e-11	0.026398774	0.19486026	0.07279171	0.21226066
X20x4	0.081079505	0.01289354	1.8310025e-11	0.05611886	0.030790422	0.07074781	0.061233044	0.103272244	0.025470223	0.04808648	1.8409092e-11	0.045976415	0.18033074	0.04292641	0.24107438
X20x5	0.11068868	0.0898095	2.098408e-11	2.0932193e-11	0.0029243405	2.1049058e-11	0.18734847	0.10578771	0.087865375	0.053944927	2.107887e-11	0.06973352	0.09785666	0.05197454	0.14206624
X20x6	0.007815705	0.016685303	0.009825889	0.005216602	0.004393176	1.934636e-11	0.2659707	0.44926733	0.018464327	1.9233518e-11	1.9237369e-11	0.08101778	0.032353275	0.05410036	0.05488951
X20x7	0.036608126	0.055140924	0.035681695	0.08711341	5.145138e-11	1.0576795e-09	0.15989763	0.29689953	0.041239277	0.022499055	5.116523e-11	5.1423026e-11	0.124012664	0.02802679	0.11288097
X20x8	0.081814714	1.5255562e-11	0.027563613	0.028928358	0.010147655	0.033910245	0.056481972	0.069986776	0.095310025	1.525664e-11	0.008773497	0.036220264	0.2789974	0.05402417	0.21784133
X20x9	0.093484655	1.7105041e-11	0.08947055	0.07634217	0.0060466006	0.04445474	0.046029463	0.03675442	0.108455054	0.0556517	1.7085805e-11	0.04091867	0.13419372	0.061816778	0.20638157
X21x10	0.007975187	0.064078845	0.074758336	0.045632526	0.007132907	0.085814446	0.04290023	1.24897575e-11	0.38810438	1.2481994e-11	0.0334842	0.0688336	0.05488246	0.063016415	0.06338654
X21x11	0.37467465	2.0005197e-11	0.07906461	0.07355749	0.0032639909	1.998754e-11	0.009444508	0.037113648	0.04336236	0.042219806	1.2669623e-09	0.056576695	0.1451101	0.110282145	0.025330028
X21x12	0.22867037	0.19186074	0.09756103	0.02624544	0.066975474	0.03125448	0.03808124	0.039932523	1.56114e-11	1.554843e-11	0.02551234	0.039362922	0.12218812	0.078861564	0.013493755
X21x13	0.21134059	0.19050835	0.0782533	2.2351747e-11	0.028689107	0.035049763	0.07094719	0.1499013	0.013441164	2.2336492e-11	2.2392027e-11	0.12634416	0.06542237	0.018721739	0.01138089
X21x14	0.23285377	0.027344711	0.061835602	0.08027211	1.15653355e-11	0.09246928	0.17222631	0.049054533	0.024509732	0.05539854	0.015791005	0.064543866	0.089011565	0.031305708	0.003383399
X21x15	0.18807721	0.03278728	1.6684097e-11	0.16851605	1.6752048e-11	0.07469543	0.020633314	1.6674903e-11	0.018454505	0.17430985	0.029424794	0.03291098	0.11993275	0.11506102	0.02519679
X21x17	0.061962776	0.023602692	0.07697362	0.13602978	0.051245008	0.07210891	0.05516679	0.030255128	0.039798476	0.04640616	0.081137024	0.036751825	0.07077949	0.2109414	0.0068409126
X21x2	0.06844714	0.10639899	0.051980775	0.035505746	0.0040772343	1.6004727e-11	0.043736544	0.032799255	0.04332464	0.03806608	1.6005154e-11	0.019801617	0.3091384	0.03224044	0.2144832
X21x3	0.14673406	0.11923345	1.7699224e-11	0.042046603	1.7726997e-11	0.032784924	0.030815026	1.7812918e-11	0.07022904	0.047837656	1.7808706e-11	0.015696108	0.13843861	0.053448115	0.30273643
X21x4	0.073215604	0.08359016	0.07356035	0.061010607	3.24868e-11	3.2285608e-11	0.123671025	3.2320854e-11	0.0029284183	3.234879e-11	3.2256062e-11	0.055521604	0.2178089	0.07673561	0.23195775
X21x5	0.07648237	0.08119235	0.060884546	0.01241736	0.0032457884	0.0015861392	0.15664834	0.14668378	0.046592962	2.1472338e-11	0.0046515483	0.01627402	0.17512004	0.037303716	0.18091708
X21x6	0.009027094	0.010283871	0.03148365	0.024357216	0.013789009	7.8816485e-12	0.35665435	0.3568366	0.0065596653	7.889755e-12	7.8653395e-12	0.08742894	0.044757575	0.049453247	0.009368782
X21x7	0.0067885285	0.0075066728	0.05374892	0.025344586	0.0023902943	0.0064509385	0.35594285	0.3558786	0.018910276	0.0058396575	0.006558849	0.060511626	0.047650155	0.032735426	0.013742579
X21x8	1.5857314e-11	0.012902669	1.5769304e-11	1.582891e-11	0.009162966	1.5859373e-11	0.23544568	0.5615631	0.042376038	0.006460901	1.5814303e-11	0.047355246	0.052908216	0.026506176	0.0053191637
X21x9	0.009633284	0.016411468	0.009864293	9.212848e-12	0.006316334	0.0073494157	0.4145731	0.41846964	0.02653832	9.232639e-12	0.0022213382	0.050550103	0.013318751	0.015715087	0.009038873
X22x10	0.15389052	0.02817967	0.06309994	0.04166183	1.0179957e-11	0.088157825	0.01838197	0.067974836	0.04835738	0.055071954	0.0094591025	0.048630394	0.18708496	0.06189519	0.1281544
X22x11	0.3531601	0.100235425	0.06792778	0.08215025	1.696e-11	0.09793671	0.04776002	1.7006223e-11	0.040063616	1.6995199e-11	0.020100461	0.04847227	1.7019528e-11	0.11653861	0.025654646
X22x12	0.03780547	0.10140173	0.032476153	0.03041843	0.013647556	0.0079198545	0.25418285	0.33354333	1.0570356e-11	0.0061645326	1.0550556e-11	0.04482925	0.05148272	0.08291618	0.0032119532
X22x13	0.07640091	0.060493063	9.304906e-12	0.03096743	0.029222215	0.017933376	0.34378293	0.33251545	9.3293056e-12	9.302226e-12	9.26649e-12	0.059389666	9.248568e-12	0.04337885	0.0059161573
X22x14	0.20222846	0.1076184	1.7990087e-11	0.04571874	0.022753078	0.14221545	0.121833995	0.055532668	1.8029175e-11	1.7933183e-11	0.042647462	1.8025637e-11	0.107111156	0.13801512	0.014325458
X22x15	1.5563374e-11	0.064121	0.08955748	0.089710236	0.039109062	0.20734882	1.5617466e-11	1.5619103e-11	0.056093704	1.5677244e-11	0.054040413	0.06566072	1.5649043e-11	0.33435857	1.565173e-11
X22x16	0.012713177	0.017674357	0.094982	0.15869057	0.013553789	0.12495205	0.038186144	1.6969077e-11	0.01577842	0.12618873	0.08269006	1.6998295e-11	1.6901695e-11	0.31459072	1.6988702e-11
